ID AVG FITS BB_TYPE WORKFLOW PLATFORM NB_PIPELINE PIPELINE NB_CORES BB_NB_FILES DATA_MB LATENCY BANDWITH SIMULATION_S MEASURED_MKSP_S ERR_MKSP MEASURED_WALLTIME_S ERR_WALLTIME
28171221 9 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.425 158.569 0.076581 170.086 0.139109
28171221 10 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 148.152 161.307 0.0815491 176.068 0.158553
28171221 10 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.802 159.226 0.0780221 176.068 0.166219
28171221 10 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 147.749 160.727 0.0807422 176.068 0.160842
28171221 10 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 145.877 157.775 0.0754114 176.068 0.171477
28171221 10 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 147.935 161.035 0.0813489 176.068 0.159789
28171221 10 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.237 158.339 0.0764289 176.068 0.169431
28171221 10 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 147.986 161.112 0.0814668 176.068 0.159495
28171221 10 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.487 158.747 0.077226 176.068 0.168009
28171221 10 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 147.977 161.099 0.0814495 176.068 0.159547
28171221 10 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.665 159.014 0.0776555 176.068 0.166998
28171221 10 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 147.884 160.954 0.0812034 176.068 0.160078
28171221 10 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.599 158.91 0.0774707 176.068 0.167376
28171221 10 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 147.857 160.919 0.0811709 176.068 0.160231
28171221 10 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.33 158.495 0.0767502 176.068 0.168902
28171221 10 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 147.96 161.071 0.0813963 176.068 0.159644
28171221 10 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.098 158.138 0.0761315 176.068 0.170218
28171221 11 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 147.8 160.52 0.0792405 169.217 0.126564
28171221 11 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.518 158.517 0.0756978 169.217 0.134145
28171221 11 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 147.88 160.656 0.0795236 169.217 0.126093
28171221 11 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.003 157.69 0.0741172 169.217 0.137189
28171221 11 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 147.489 160.027 0.0783478 169.217 0.128403
28171221 11 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.152 157.923 0.0745355 169.217 0.136304
28171221 11 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 147.786 160.515 0.0793005 169.217 0.126649
28171221 11 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.328 158.208 0.0750921 169.217 0.135266
28171221 11 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 147.873 160.651 0.0795419 169.217 0.126138
28171221 11 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.618 158.653 0.075859 169.217 0.133553
28171221 11 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 147.742 160.436 0.079125 169.217 0.126912
28171221 11 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.203 157.998 0.0746567 169.217 0.136007
28171221 11 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 147.789 160.518 0.0793023 169.217 0.126634
28171221 11 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 145.967 157.636 0.0740268 169.217 0.1374
28171221 11 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 147.815 160.548 0.0793086 169.217 0.126477
28171221 11 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 145.939 157.587 0.0739166 169.217 0.137566
28171221 12 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 148.163 162.144 0.0862242 175.21 0.154371
28171221 12 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.538 159.584 0.0817496 175.21 0.163647
28171221 12 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 148.003 161.913 0.085906 175.21 0.155282
28171221 12 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.781 159.978 0.0824912 175.21 0.162259
28171221 12 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 148.312 162.405 0.0867768 175.21 0.153522
28171221 12 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.546 159.58 0.0816769 175.21 0.163602
28171221 12 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 147.973 161.862 0.0858039 175.21 0.155454
28171221 12 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.786 159.975 0.0824392 175.21 0.162227
28171221 12 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 148.301 162.386 0.0867367 175.21 0.153584
